39, Male, United-States, Adm-clerical, Bachelors, Never-married, State-gov, White
30, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
50, Male, United-States, Prof-specialty, Bachelors, Separated, Local-gov, White
27, Female, United-States, Prof-specialty, Bachelors, Never-married, Private, White
29, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
28, Male, United-States, Transport-moving, HS-grad, Divorced, Private, White
54, Female, United-States, Exec-managerial, Bachelors, Divorced, Private, Black
47, Male, United-States, Tech-support, Assoc-voc, Married-civ-spouse, State-gov, White
34, Female, United-States, Machine-op-inspct, HS-grad, Married-spouse-absent, Private, White
26, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, White
23, Male, United-States, Protective-serv, Some-college, Never-married, State-gov, White
42, Male, United-States, Prof-specialty, Masters, Divorced, Local-gov, White
36, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
52, Male, United-States, Protective-serv, Bachelors, Married-civ-spouse, Federal-gov, White
27, Female, United-States, Prof-specialty, Masters, Never-married, Local-gov, White
42, Female, United-States, Other-service, HS-grad, Widowed, Private, White
39, Female, United-States, Other-service, HS-grad, Divorced, Private, Black
49, Male, United-States, Prof-specialty, HS-grad, Married-civ-spouse, State-gov, White
36, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
20, Male, United-States, Other-service, Preschool, Never-married, Private, White
55, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-inc, White
47, Male, United-States, Machine-op-inspct, 9th, Married-civ-spouse, Private, White
33, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Private, White
36, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
39, Female, United-States, Prof-specialty, Doctorate, Divorced, Private, White
55, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
48, Male, United-States, Transport-moving, Assoc-acdm, Married-civ-spouse, Private, White
30, Male, United-States, Handlers-cleaners, Assoc-voc, Never-married, Private, White
24, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
57, Female, United-States, Craft-repair, HS-grad, Widowed, Self-emp-not-inc, White
20, Male, United-States, Farming-fishing, Some-college, Never-married, Private, White
56, Female, United-States, Prof-specialty, HS-grad, Divorced, Private, White
36, Female, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
44, Male, United-States, Machine-op-inspct, 10th, Married-civ-spouse, Private, White
57, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
57, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, Black
33, Male, United-States, Tech-support, HS-grad, Married-civ-spouse, Private, White
39, Male, United-States, Transport-moving, Bachelors, Married-civ-spouse, Private, White
28, Male, United-States, Craft-repair, HS-grad, Never-married, Private, White
31, Male, United-States, Other-service, Some-college, Never-married, Private, White
60, Female, United-States, Other-service, Assoc-acdm, Divorced, Private, White
36, Male, United-States, Protective-serv, Assoc-voc, Never-married, Local-gov, White
58, Female, United-States, Sales, HS-grad, Widowed, Private, White
50, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, White
23, Female, United-States, Exec-managerial, Bachelors, Never-married, Local-gov, White
30, Male, United-States, Other-service, HS-grad, Never-married, Private, White
90, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Private, White
49, Female, United-States, Prof-specialty, Bachelors, Never-married, Local-gov, White
47, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Local-gov, White
34, Male, Taiwan, Prof-specialty, Doctorate, Never-married, Private, White
37, Female, United-States, Tech-support, HS-grad, Divorced, Federal-gov, White
25, Female, United-States, Protective-serv, 10th, Married-civ-spouse, Private, Black
37, Female, United-States, Adm-clerical, Assoc-acdm, Never-married, Private, White
47, Male, Mexico, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
34, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
34, Male, United-States, Other-service, Some-college, Never-married, Private, White
35, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
39, Male, United-States, Machine-op-inspct, Some-college, Separated, Private, White
32, Male, United-States, Handlers-cleaners, 7th-8th, Married-civ-spouse, State-gov, White
24, Female, United-States, Other-service, HS-grad, Married-civ-spouse, Private, White
28, Male, United-States, Prof-specialty, Prof-school, Never-married, Private, White
41, Male, United-States, Craft-repair, 7th-8th, Married-civ-spouse, Self-emp-not-inc, White
32, Male, United-States, Protective-serv, HS-grad, Married-civ-spouse, Private, White
58, Female, United-States, Sales, HS-grad, Divorced, Private, White
47, Male, United-States, Sales, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
41, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
35, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-inc, White
24, Male, Canada, Other-service, Some-college, Never-married, Private, White
46, Male, United-States, Sales, HS-grad, Married-civ-spouse, Self-emp-not-inc, Black
69, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Self-emp-inc, White
22, Female, United-States, Exec-managerial, Bachelors, Never-married, Private, White
36, Female, United-States, Prof-specialty, Masters, Never-married, State-gov, White
31, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
23, Male, United-States, Prof-specialty, Bachelors, Never-married, Local-gov, Amer-Indian-Eskimo
35, Female, United-States, Prof-specialty, Some-college, Never-married, Private, Black
37, Male, United-States, Protective-serv, Bachelors, Married-civ-spouse, Local-gov, White
35, Female, United-States, Prof-specialty, Bachelors, Never-married, State-gov, White
18, Male, United-States, Transport-moving, 11th, Never-married, Private, White
43, Female, United-States, Handlers-cleaners, 9th, Divorced, Private, White
53, Male, United-States, Protective-serv, HS-grad, Married-civ-spouse, State-gov, White
54, Male, United-States, Protective-serv, Some-college, Married-civ-spouse, Local-gov, White
29, Female, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
46, Female, Cuba, Adm-clerical, Assoc-acdm, Never-married, Private, White
24, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, Asian-Pac-Islander
30, Female, United-States, Other-service, Some-college, Separated, Private, Asian-Pac-Islander
23, Female, United-States, Priv-house-serv, Some-college, Never-married, Private, White
36, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
38, Male, United-States, Craft-repair, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
33, Male, United-States, Tech-support, Masters, Married-civ-spouse, Private, White
66, Male, Canada, Protective-serv, Some-college, Married-civ-spouse, Private, White
45, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
37, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
17, Female, United-States, Other-service, 10th, Never-married, Private, White
31, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, Amer-Indian-Eskimo
46, Male, United-States, Exec-managerial, Bachelors, Never-married, Private, White
40, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
34, Male, United-States, Handlers-cleaners, Some-college, Married-civ-spouse, Private, White
56, Male, United-States, Craft-repair, 10th, Divorced, Private, White
42, Female, United-States, Adm-clerical, Some-college, Separated, Private, Black
46, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
30, Male, United-States, Craft-repair, HS-grad, Separated, Private, White
33, Male, United-States, Craft-repair, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
47, Female, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
57, Male, United-States, Farming-fishing, Assoc-acdm, Married-spouse-absent, Self-emp-not-inc, Amer-Indian-Eskimo
34, Male, United-States, Craft-repair, 11th, Divorced, Private, White
40, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
33, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
22, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
53, Female, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Federal-gov, White
36, Female, Philippines, Adm-clerical, HS-grad, Separated, Private, Asian-Pac-Islander
45, Male, United-States, Craft-repair, HS-grad, Divorced, Private, Asian-Pac-Islander
36, Female, United-States, Sales, Some-college, Divorced, Private, White
18, Male, United-States, Farming-fishing, HS-grad, Never-married, Self-emp-not-inc, White
27, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
30, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
34, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
36, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
36, Male, United-States, Farming-fishing, 7th-8th, Never-married, Self-emp-not-inc, White
48, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
41, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Self-emp-not-inc, White
21, Female, Mexico, Priv-house-serv, 5th-6th, Never-married, Private, White
47, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, State-gov, White
41, Male, Mexico, Farming-fishing, 1st-4th, Married-civ-spouse, Private, White
61, Male, United-States, Craft-repair, 1st-4th, Married-civ-spouse, Self-emp-not-inc, White
64, Male, United-States, Craft-repair, 7th-8th, Married-civ-spouse, Private, White
35, Male, United-States, Adm-clerical, Some-college, Separated, Private, Black
44, Male, United-States, Transport-moving, HS-grad, Divorced, Private, White
20, Female, United-States, Sales, Some-college, Never-married, Private, White
23, Female, United-States, Adm-clerical, Some-college, Divorced, Local-gov, White
52, Female, United-States, Other-service, 10th, Married-civ-spouse, Private, White
43, Female, United-States, Exec-managerial, Masters, Never-married, Private, White
32, Male, United-States, Handlers-cleaners, Bachelors, Married-civ-spouse, Private, Asian-Pac-Islander
63, Male, South, Craft-repair, Bachelors, Married-civ-spouse, Private, Asian-Pac-Islander
29, Female, United-States, Other-service, Some-college, Never-married, Private, White
42, Male, Taiwan, Exec-managerial, Some-college, Married-civ-spouse, Self-emp-inc, Asian-Pac-Islander
65, Female, United-States, Handlers-cleaners, 10th, Divorced, Private, White
24, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
42, Female, United-States, Other-service, Some-college, Never-married, Private, White
35, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, Black
38, Female, United-States, Adm-clerical, Some-college, Divorced, Federal-gov, White
26, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
46, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
39, Female, United-States, Adm-clerical, Some-college, Never-married, Private, White
42, Male, United-States, Prof-specialty, Doctorate, Never-married, Private, White
36, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
26, Male, United-States, Handlers-cleaners, Some-college, Divorced, Private, White
57, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
55, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, Black
35, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
24, Female, United-States, Other-service, Some-college, Never-married, Private, White
47, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
34, Male, United-States, Sales, Some-college, Married-civ-spouse, Self-emp-inc, White
44, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, Black
27, Male, United-States, Adm-clerical, Bachelors, Never-married, Private, White
36, Female, United-States, Adm-clerical, Bachelors, Never-married, Private, White
21, Male, United-States, Sales, Bachelors, Never-married, Private, White
29, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, Other
25, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
73, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Private, White
45, Male, United-States, Machine-op-inspct, Assoc-voc, Married-civ-spouse, Private, White
28, Female, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
43, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
47, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
20, Female, United-States, Adm-clerical, Some-college, Never-married, Private, White
22, Male, United-States, Transport-moving, Some-college, Never-married, Private, White
76, Male, United-States, Craft-repair, 7th-8th, Married-civ-spouse, Self-emp-not-inc, White
24, Male, United-States, Transport-moving, Some-college, Never-married, Private, Black
54, Male, United-States, Sales, Some-college, Married-civ-spouse, Self-emp-not-inc, White
30, Male, United-States, Machine-op-inspct, Some-college, Married-civ-spouse, Private, White
33, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
30, Male, United-States, Machine-op-inspct, Some-college, Divorced, Private, White
40, Male, United-States, Exec-managerial, Assoc-acdm, Married-civ-spouse, Private, White
49, Female, United-States, Sales, Assoc-voc, Divorced, Private, White
30, Male, United-States, Craft-repair, HS-grad, Never-married, Private, White
22, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, Other
19, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
46, Male, United-States, Protective-serv, HS-grad, Married-civ-spouse, Private, White
51, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
56, Female, Dominican-Republic, Machine-op-inspct, 7th-8th, Widowed, Private, Other
53, Female, United-States, Sales, Some-college, Widowed, Private, White
27, Female, United-States, Prof-specialty, Bachelors, Never-married, Private, White
46, Female, United-States, Exec-managerial, Some-college, Never-married, Private, White
37, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
41, Male, Vietnam, Other-service, Bachelors, Married-civ-spouse, Private, Asian-Pac-Islander
30, Female, United-States, Adm-clerical, Some-college, Married-civ-spouse, Self-emp-not-inc, White
57, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
44, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Self-emp-inc, White
32, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
27, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
57, Female, Mexico, Adm-clerical, Some-college, Widowed, Local-gov, White
59, Male, United-States, Farming-fishing, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
32, Female, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Private, Asian-Pac-Islander
22, Female, United-States, Exec-managerial, Bachelors, Never-married, Private, White
39, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
43, Male, United-States, Exec-managerial, Assoc-voc, Married-civ-spouse, Private, White
38, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Local-gov, Black
61, Male, United-States, Sales, 9th, Divorced, Private, White
24, Male, United-States, Sales, Some-college, Never-married, Private, White
25, Male, United-States, Sales, Some-college, Never-married, Private, White
44, Male, United-States, Craft-repair, Assoc-voc, Married-civ-spouse, Private, White
55, Female, United-States, Adm-clerical, HS-grad, Divorced, Local-gov, White
90, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
30, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
44, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
36, Male, United-States, Craft-repair, 10th, Divorced, Private, Black
63, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Self-emp-inc, White
60, Male, United-States, Transport-moving, 5th-6th, Married-civ-spouse, Private, White
34, Female, United-States, Prof-specialty, Prof-school, Never-married, Self-emp-not-inc, White
49, Male, United-States, Exec-managerial, 11th, Married-civ-spouse, Self-emp-not-inc, White
47, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
42, Male, United-States, Sales, HS-grad, Married-civ-spouse, Self-emp-inc, White
53, Male, Italy, Craft-repair, 5th-6th, Married-civ-spouse, Private, White
23, Female, United-States, Tech-support, Some-college, Never-married, Private, White
20, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, Black
43, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
32, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Private, White
43, Male, United-States, Sales, Bachelors, Divorced, Private, White
31, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
24, Male, United-States, Adm-clerical, Some-college, Never-married, Private, Asian-Pac-Islander
39, Male, United-States, Adm-clerical, Assoc-voc, Separated, Private, Asian-Pac-Islander
29, Male, Jamaica, Craft-repair, Some-college, Married-civ-spouse, Private, Black
20, Male, Mexico, Handlers-cleaners, 5th-6th, Never-married, Private, White
42, Female, United-States, Other-service, 11th, Separated, Private, White
53, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
20, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
58, Male, United-States, Transport-moving, 1st-4th, Married-civ-spouse, Self-emp-not-inc, White
51, Male, United-States, Sales, HS-grad, Divorced, Self-emp-not-inc, White
25, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
38, Female, United-States, Prof-specialty, Assoc-acdm, Never-married, Private, White
41, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
58, Male, United-States, Machine-op-inspct, Bachelors, Married-civ-spouse, Private, White
25, Male, Dominican-Republic, Machine-op-inspct, 10th, Never-married, Private, White
50, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
32, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
31, Male, United-States, Prof-specialty, Doctorate, Never-married, Self-emp-inc, White
22, Female, United-States, Other-service, Some-college, Never-married, Private, White
37, Male, El-Salvador, Handlers-cleaners, HS-grad, Divorced, Private, White
32, Female, United-States, Sales, Some-college, Never-married, Private, White
46, Female, United-States, Prof-specialty, Prof-school, Never-married, State-gov, White
62, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
56, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, Black
37, Female, Japan, Exec-managerial, Some-college, Divorced, Private, Asian-Pac-Islander
41, Male, Mexico, Farming-fishing, 1st-4th, Married-spouse-absent, Private, White
56, Male, United-States, Machine-op-inspct, 7th-8th, Married-civ-spouse, Private, White
20, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, White
34, Male, United-States, Sales, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
45, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
30, Male, United-States, Machine-op-inspct, Some-college, Married-civ-spouse, Private, White
51, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
27, Male, United-States, Machine-op-inspct, 11th, Married-civ-spouse, Private, White
38, Male, United-States, Sales, Assoc-voc, Married-civ-spouse, Private, White
39, Male, United-States, Handlers-cleaners, Some-college, Married-civ-spouse, Private, White
47, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
43, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
46, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Local-gov, White
41, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
20, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
30, Male, United-States, Adm-clerical, 10th, Married-civ-spouse, State-gov, White
30, Male, United-States, Other-service, HS-grad, Married-civ-spouse, Private, Black
22, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, White
25, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
18, Female, United-States, Sales, HS-grad, Never-married, Private, White
50, Male, United-States, Tech-support, Bachelors, Married-civ-spouse, Private, White
28, Female, United-States, Other-service, HS-grad, Never-married, Private, Black
21, Female, United-States, Priv-house-serv, Some-college, Never-married, Private, White
37, Male, United-States, Tech-support, Assoc-voc, Divorced, Private, White
28, Female, United-States, Prof-specialty, Bachelors, Never-married, Federal-gov, Black
23, Male, Mexico, Other-service, 5th-6th, Married-civ-spouse, Private, White
32, Female, England, Exec-managerial, Assoc-voc, Never-married, Private, Black
27, Male, United-States, Machine-op-inspct, 12th, Never-married, Private, White
55, Female, United-States, Prof-specialty, HS-grad, Divorced, Private, Black
44, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
25, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
29, Female, United-States, Sales, HS-grad, Divorced, Private, White
50, Female, United-States, Exec-managerial, HS-grad, Married-spouse-absent, Private, White
18, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
74, Female, United-States, Other-service, Bachelors, Widowed, Private, White
22, Male, United-States, Sales, 9th, Never-married, Private, White
27, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
27, Female, United-States, Tech-support, Some-college, Never-married, State-gov, White
41, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Private, White
24, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Private, White
23, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
34, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Self-emp-not-inc, White
46, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, State-gov, White
32, Male, United-States, Prof-specialty, Prof-school, Never-married, Private, White
41, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, Other
29, Male, United-States, Farming-fishing, Assoc-voc, Married-civ-spouse, Private, White
48, Female, China, Machine-op-inspct, 9th, Married-civ-spouse, Private, Asian-Pac-Islander
51, Male, Haiti, Other-service, HS-grad, Never-married, Private, Black
34, Female, United-States, Adm-clerical, 12th, Never-married, State-gov, Black
58, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
52, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
37, Male, Puerto-Rico, Exec-managerial, Bachelors, Married-civ-spouse, Self-emp-not-inc, Other
53, Female, United-States, Adm-clerical, Some-college, Separated, Private, White
54, Male, United-States, Transport-moving, Assoc-voc, Married-civ-spouse, Private, White
36, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
25, Female, United-States, Adm-clerical, Assoc-voc, Never-married, Private, White
20, Female, United-States, Prof-specialty, Some-college, Never-married, Private, White
23, Male, United-States, Adm-clerical, Assoc-acdm, Never-married, Private, White
39, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Self-emp-inc, White
20, Male, United-States, Machine-op-inspct, 10th, Never-married, Self-emp-not-inc, White
28, Male, United-States, Other-service, Assoc-voc, Never-married, Private, Black
73, Female, United-States, Adm-clerical, HS-grad, Widowed, State-gov, White
67, Male, United-States, Protective-serv, HS-grad, Married-civ-spouse, Private, White
56, Male, United-States, Exec-managerial, Bachelors, Divorced, Private, White
32, Male, United-States, Craft-repair, Assoc-voc, Married-civ-spouse, Private, White
42, Male, United-States, Machine-op-inspct, Some-college, Divorced, Private, White
33, Male, United-States, Other-service, HS-grad, Married-civ-spouse, Private, Black
37, Male, United-States, Other-service, HS-grad, Never-married, Private, White
33, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
31, Female, United-States, Adm-clerical, 10th, Never-married, Private, White
59, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
21, Male, United-States, Adm-clerical, HS-grad, Never-married, Private, White
58, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Self-emp-inc, White
24, Male, United-States, Other-service, 10th, Never-married, Local-gov, White
26, Male, United-States, Protective-serv, Some-college, Married-civ-spouse, State-gov, White
26, Male, United-States, Transport-moving, 11th, Married-civ-spouse, Private, White
33, Female, Germany, Prof-specialty, Masters, Never-married, Local-gov, White
25, Male, United-States, Sales, Bachelors, Never-married, Private, White
21, Male, United-States, Machine-op-inspct, 10th, Married-civ-spouse, Private, White
24, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
39, Female, United-States, Adm-clerical, Assoc-acdm, Married-civ-spouse, Self-emp-not-inc, White
68, Female, United-States, Adm-clerical, Some-college, Divorced, Private, White
66, Female, United-States, Sales, Some-college, Never-married, Self-emp-not-inc, White
38, Male, United-States, Farming-fishing, Bachelors, Never-married, Private, White
41, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
37, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
54, Male, United-States, Sales, Masters, Married-civ-spouse, Self-emp-not-inc, White
27, Male, United-States, Prof-specialty, Bachelors, Never-married, State-gov, White
49, Female, United-States, Prof-specialty, Bachelors, Never-married, Private, White
19, Male, United-States, Prof-specialty, Some-college, Never-married, State-gov, White
25, Male, United-States, Transport-moving, Some-college, Never-married, Private, White
47, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Federal-gov, Black
40, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
38, Male, United-States, Exec-managerial, Bachelors, Divorced, Private, White
25, Male, United-States, Other-service, HS-grad, Never-married, Private, White
25, Female, United-States, Craft-repair, Some-college, Never-married, Private, White
23, Male, United-States, Handlers-cleaners, 10th, Never-married, Private, Other
28, Female, United-States, Sales, Masters, Divorced, Private, White
29, Male, United-States, Craft-repair, HS-grad, Married-spouse-absent, Private, White
32, Male, United-States, Craft-repair, 11th, Married-civ-spouse, Private, White
34, Female, United-States, Other-service, HS-grad, Never-married, Private, Black
52, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, Black
33, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
19, Male, United-States, Sales, Some-college, Never-married, Private, White
68, Male, United-States, Prof-specialty, Doctorate, Married-civ-spouse, Private, White
41, Male, United-States, Handlers-cleaners, 10th, Never-married, Private, White
18, Female, India, Other-service, HS-grad, Never-married, Self-emp-inc, Asian-Pac-Islander
29, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
40, Male, United-States, Exec-managerial, Masters, Married-civ-spouse, Private, White
51, Male, United-States, Prof-specialty, Masters, Divorced, Self-emp-not-inc, White
49, Male, United-States, Adm-clerical, Some-college, Divorced, Private, White
20, Female, United-States, Other-service, Some-college, Never-married, State-gov, White
38, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Local-gov, White
57, Male, Cuba, Other-service, 5th-6th, Never-married, Private, White
35, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
66, Male, United-States, Sales, 11th, Married-civ-spouse, Private, White
25, Female, United-States, Adm-clerical, Assoc-voc, Never-married, Private, White
70, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
59, Male, United-States, Farming-fishing, 7th-8th, Married-civ-spouse, Self-emp-not-inc, White
25, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
44, Male, United-States, Prof-specialty, Prof-school, Never-married, Local-gov, White
37, Male, El-Salvador, Exec-managerial, Masters, Married-civ-spouse, Private, White
21, Female, United-States, Sales, HS-grad, Never-married, Private, White
47, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Federal-gov, White
20, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, Black
32, Male, United-States, Protective-serv, HS-grad, Married-civ-spouse, State-gov, White
28, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
53, Male, United-States, Transport-moving, HS-grad, Divorced, Private, White
58, Female, United-States, Sales, Some-college, Married-civ-spouse, Private, White
22, Female, United-States, Sales, HS-grad, Never-married, Private, White
23, Male, United-States, Exec-managerial, 11th, Married-civ-spouse, Private, White
21, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
36, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
39, Female, United-States, Other-service, Some-college, Married-civ-spouse, Private, White
34, Female, United-States, Prof-specialty, Bachelors, Never-married, Local-gov, White
41, Female, United-States, Prof-specialty, Masters, Never-married, Local-gov, White
72, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
34, Female, United-States, Other-service, HS-grad, Married-civ-spouse, Private, White
51, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Local-gov, White
32, Male, United-States, Craft-repair, Assoc-voc, Never-married, Self-emp-not-inc, White
38, Female, United-States, Exec-managerial, Some-college, Widowed, Private, White
